10,1.01,0.00228901,0.00746802,0.00413592,237233,5000.0
10,0.784193001,0.002300153,0.003390619,0.004072542,237232.7729,6182.167394
10,0.670603757,0.00240076,0.001244491,0.004039183,433994.1727,7997.45852
10,0.555858516,0.002316783,0.001441894,0.004168026,523145.3357,8382.64515
10,0.451429289,0.002233482,0.002896303,0.005121649,244039.1317,7898.692754
10,0.350681661,0.002266742,0.0036462,0.005814208,217551.1464,7568.675732
10,0.23867563,0.002450204,0.004294607,0.006816229,185249.6812,5983.272131
10,0.130011937,0.002950098,0.005913994,0.010564684,133031.0125,3548.641161
10,0.05560093,0.003584289,0.010662727,0.019993445,69504.64637,1611.578075
20,1.01,0.00228901,0.00746802,0.00413592,237233,5000.0
20,0.784193001,0.002300153,0.003390619,0.004072542,237232.7729,6182.167394
20,0.670603757,0.00240076,0.001244491,0.004039183,433994.1727,7997.45852
20,0.555858516,0.002316783,0.001441894,0.004168026,523145.3357,8382.64515
20,0.451429289,0.002233482,0.002896303,0.005121649,244039.1317,7898.692754
20,0.350681661,0.002266742,0.0036462,0.005814208,217551.1464,7568.675732
20,0.23867563,0.002450204,0.004294607,0.006816229,185249.6812,5983.272131
20,0.130011937,0.002950098,0.005913994,0.010564684,133031.0125,3548.641161
20,0.05560093,0.003584289,0.010662727,0.019993445,69504.64637,1611.578075
30,1.01,0.00228901,0.00746802,0.00413592,237233,5000.0
30,0.784193001,0.002300153,0.003390619,0.004072542,237232.7729,6182.167394
30,0.670603757,0.00240076,0.001244491,0.004039183,433994.1727,7997.45852
30,0.555858516,0.002316783,0.001441894,0.004168026,523145.3357,8382.64515
30,0.451429289,0.002233482,0.002896303,0.005121649,244039.1317,7898.692754
30,0.350681661,0.002266742,0.0036462,0.005814208,217551.1464,7568.675732
30,0.23867563,0.002450204,0.004294607,0.006816229,185249.6812,5983.272131
30,0.130011937,0.002950098,0.005913994,0.010564684,133031.0125,3548.641161
30,0.05560093,0.003584289,0.010662727,0.019993445,69504.64637,1611.578075
40,1.01,0.00228901,0.00746802,0.00413592,5000.0
40,0.784193001,0.002300153,0.003390619,0.004072542,237232.7729,6182.167394
40,0.670603757,0.00240076,0.001244491,0.004039183,433994.1727,7997.45852
40,0.555858516,0.002316783,0.001441894,0.004168026,523145.3357,8382.64515
40,0.451429289,0.002233482,0.002896303,0.005121649,244039.1317,7898.692754
40,0.350681661,0.002266742,0.0036462,0.005814208,217551.1464,7568.675732
40,0.23867563,0.002450204,0.004294607,0.006816229,185249.6812,5983.272131
40,0.130011937,0.002950098,0.005913994,0.010564684,133031.0125,3548.641161
40,0.05560093,0.003584289,0.010662727,0.019993445,69504.64637,1611.578075
